nome_municipio,sigla_uf,nome_regiao,taxa_prevista,meta,total_alunos,taxa_prevista_pct,gap_meta,em_risco
São Francisco do Maranhão,MA,Nordeste,0.56727785,56.04,18,56.727783,0.6877832031250009,False
Itirapina,SP,Sudeste,0.632582,62.57000000000001,10,63.2582,0.6882015991210864,False
Congonhal,MG,Sudeste,0.75165963,74.47,15,75.16596,0.6959622192382824,False
Satuba,AL,Nordeste,0.49548855,48.85,30,49.548855,0.698854827880858,False
Assunção,PB,Nordeste,0.5425734,53.55,8,54.25734,0.7073394775390653,False
Ibema,PR,Sul,0.7466228,73.95,8,74.66228,0.7122772216796847,False
Uruaçu,GO,Centro-Oeste,0.717417,71.02,36,71.7417,0.721699218750004,False
São Pedro do Iguaçu,PR,Sul,0.7626744,75.54,7,76.26744,0.7274407958984312,False
Icém,SP,Sudeste,0.75109005,74.38,2,75.10901,0.7290087890625045,False
Macaubal,SP,Sudeste,0.8073591,80.0,1,80.73591,0.7359085083007812,False
Rancharia,SP,Sudeste,0.6407913,63.34000000000001,23,64.07913,0.7391320800781145,False
Formosa do Oeste,PR,Sul,0.80740184,80.0,6,80.74018,0.7401809692382812,False
Antônio Almeida,PI,Nordeste,0.8074749,80.0,3,80.74749,0.7474899291992188,False
Belém,PA,Norte,0.54167587,53.42,953,54.167587,0.7475872802734358,False
Porto de Pedras,AL,Nordeste,0.37959215,37.21,11,37.959213,0.7492132568359366,False
Lapa,PR,Sul,0.8075017,80.0,53,80.75017,0.7501678466796875,False
Bonito,PA,Norte,0.44346675,43.59,7,44.346676,0.756675872802731,False
Guairaçá,PR,Sul,0.74479264,73.72,7,74.47926,0.7592633056640636,False
Santa Mercedes,SP,Sudeste,0.80762833,80.0,3,80.76283,0.7628326416015625,False
Lagoa Santa,GO,Centro-Oeste,0.8076382,80.0,2,80.763824,0.763824462890625,False
Rosana,SP,Sudeste,0.6368724,62.919999999999995,6,63.68724,0.7672406005859429,False
Irapuã,SP,Sudeste,0.7201762,71.24,3,72.017624,0.7776239013671926,False
Sertanópolis,PR,Sul,0.6968974,68.91,13,69.689735,0.7797354125976597,False
Carmópolis,SE,Nordeste,0.3285265,32.07,15,32.85265,0.7826496887207028,False
Correia Pinto,SC,Sul,0.6378459,63.0,15,63.784588,0.7845878601074219,False
Muniz Freire,ES,Sudeste,0.8078963,80.0,18,80.789635,0.7896347045898438,False
Floraí,PR,Sul,0.78525555,77.73,5,78.52556,0.7955584716796835,False
Serrinha,BA,Nordeste,0.33222038,32.42,42,33.22204,0.802038269042967,False
Pinhais,PR,Sul,0.66382587,65.58,139,66.38258,0.8025836181640642,False
Mirassol,SP,Sudeste,0.70406127,69.6,26,70.40613,0.8061279296875057,False
Taubaté,SP,Sudeste,0.50906616,50.1,98,50.906616,0.8066162109374986,False
Descoberto,MG,Sudeste,0.66368115,65.54,4,66.36812,0.8281182861328062,False
Chapadão do Céu,GO,Centro-Oeste,0.8082825,80.0,20,80.82825,0.8282470703125,False
Mirante do Paranapanema,SP,Sudeste,0.8083033,80.0,3,80.83033,0.8303298950195312,False
Ribeirão Grande,SP,Sudeste,0.6720774,66.37,4,67.20774,0.8377407836914017,False
Pato Bragado,PR,Sul,0.80844367,80.0,5,80.84437,0.8443679809570312,False
Jandira,SP,Sudeste,0.51394904,50.540000000000006,45,51.394905,0.854905090332025,False
Itápolis,SP,Sudeste,0.69690573,68.83,17,69.690575,0.8605746459960955,False
Santa Helena,SC,Sul,0.7944131,78.58,3,79.44131,0.8613070678710955,False
Salinópolis,PA,Norte,0.5000245,49.14,53,50.00245,0.8624490356445307,False
Marilac,MG,Sudeste,0.6673761,65.87,7,66.73761,0.8676098632812455,False
São Sebastião do Rio Verde,MG,Sudeste,0.7115267,70.28,3,71.15267,0.8726718139648426,False
Nova Prata do Iguaçu,PR,Sul,0.80873317,80.0,20,80.873314,0.8733139038085938,False
Domingos Martins,ES,Sudeste,0.80876523,80.0,30,80.876526,0.87652587890625,False
Macuco,RJ,Sudeste,0.6718784,66.31,11,67.18784,0.877843322753904,False
Verê,PR,Sul,0.8088039,80.0,8,80.880394,0.8803939819335938,False
Palotina,PR,Sul,0.7167365,70.79,39,71.67365,0.883652648925775,False
Camocim de São Félix,PE,Nordeste,0.6062821,59.739999999999995,17,60.628212,0.8882119750976614,False
Estância,SE,Nordeste,0.417322,40.81,70,41.7322,0.9222006225585915,False
Conceição do Araguaia,PA,Norte,0.4600387,45.07999999999999,51,46.00387,0.9238681030273526,False
Aperibé,RJ,Sudeste,0.6368846,62.76,8,63.68846,0.9284613037109395,False
Lucélia,SP,Sudeste,0.6799645,67.06,10,67.996445,0.9364447021484352,False
Touros,RN,Nordeste,0.3284868,31.91,31,32.84868,0.9386785888671874,False
Tobias Barreto,SE,Nordeste,0.48889226,47.95,44,48.889225,0.9392250061035128,False
Doverlândia,GO,Centro-Oeste,0.79411083,78.47,8,79.41109,0.9410870361328136,False
Santa Cecília do Pavão,PR,Sul,0.8094167,80.0,3,80.94167,0.9416732788085938,False
Ourizona,PR,Sul,0.8094184,80.0,4,80.94184,0.9418411254882812,False
Castro,PR,Sul,0.76085496,75.14,81,76.085495,0.9454949951171869,False
Morro Agudo,SP,Sudeste,0.60259813,59.31,12,60.25981,0.9498114013671852,False
Tapurah,MT,Centro-Oeste,0.608704,59.919999999999995,20,60.870396,0.950395660400396,False
Porto da Folha,SE,Nordeste,0.3169046,30.74,28,31.69046,0.9504602050781266,False
Sobradinho,BA,Nordeste,0.3460155,33.65,31,34.60155,0.9515510559082045,False
Engenheiro Coelho,SP,Sudeste,0.58709145,57.75,8,58.709145,0.9591445922851562,False
Figueira,PR,Sul,0.8096421,80.0,11,80.96421,0.9642105102539062,False
Itambé,BA,Nordeste,0.3035487,29.39,29,30.35487,0.9648698425292963,False
Sanclerlândia,GO,Centro-Oeste,0.79335856,78.37,9,79.33585,0.9658535766601517,False
Fernandes Pinheiro,PR,Sul,0.8097002,80.0,6,80.97002,0.9700164794921875,False
Coronel José Dias,PI,Nordeste,0.6523821,64.26,7,65.238205,0.9782049560546824,False
Major Isidoro,AL,Nordeste,0.4730897,46.33,22,47.308968,0.978967590332033,False
Salto Grande,SP,Sudeste,0.6447172,63.49,3,64.471725,0.9817254638671855,False
Atalaia do Norte,AM,Norte,0.5946846,58.47999999999999,20,59.46846,0.9884600830078227,False
Itapira,SP,Sudeste,0.6469858,63.709999999999994,36,64.698586,0.9885855102539125,False
Olímpia,SP,Sudeste,0.65250725,64.26,22,65.250725,0.9907247924804636,False
Santa Carmem,MT,Centro-Oeste,0.73833597,72.84,11,73.833595,0.9935952758789028,False
Arapoema,TO,Norte,0.4485419,43.86,3,44.85419,0.9941908264160162,False
Porecatu,PR,Sul,0.7620475,75.21,10,76.20475,0.9947500610351625,False
Ananás,TO,Norte,0.47221497,46.22,8,47.221497,1.0014965820312511,False
Jacundá,PA,Norte,0.47692457,46.690000000000005,45,47.692455,1.002455291748042,False
Neves Paulista,SP,Sudeste,0.81007147,80.0,4,81.00715,1.0071487426757812,False
Iracemápolis,SP,Sudeste,0.6396935,62.96,12,63.96935,1.0093489074707023,False
Presidente Castelo Branco,PR,Sul,0.77833086,76.81,6,77.833084,1.0230841064453102,False
Alegrete do Piauí,PI,Nordeste,0.59243363,58.22,12,59.243362,1.0233624267578136,False
Ituiutaba,MG,Sudeste,0.6681727,65.79,81,66.81727,1.027268371582025,False
Sousa,PB,Nordeste,0.50928164,49.9,61,50.92816,1.0281616210937514,False
Conchas,SP,Sudeste,0.5370163,52.67,8,53.701626,1.0316258239746077,False
Presidente Figueiredo,AM,Norte,0.42032042,41.0,62,42.032043,1.03204345703125,False
Ibicoara,BA,Nordeste,0.36073405,35.04,27,36.073406,1.0334062194824227,False
Paula Freitas,PR,Sul,0.789453,77.91,6,78.945305,1.0353048706054722,False
Nova Erechim,SC,Sul,0.71925795,70.89,10,71.9258,1.035796508789062,False
Flor da Serra do Sul,PR,Sul,0.8103853,80.0,3,81.03853,1.0385284423828125,False
Magalhães de Almeida,MA,Nordeste,0.5732013,56.28,19,57.32013,1.0401293945312489,False
Carneiros,AL,Nordeste,0.5041228,49.37,23,50.41228,1.0422810363769557,False
Pedregulho,SP,Sudeste,0.650734,64.02,10,65.0734,1.0534024047851602,False
Palmitos,SC,Sul,0.6288016,61.82,11,62.880157,1.0601574707031247,False
Pardinho,SP,Sudeste,0.62493443,61.43,8,62.493443,1.063442535400391,False
Rio Maria,PA,Norte,0.48915803,47.85,25,48.915802,1.0658020019531236,False
Alta Floresta,MT,Centro-Oeste,0.58984333,57.91,58,58.984333,1.0743330383300815,False
Tupã,SP,Sudeste,0.5615712,55.08,31,56.15712,1.0771197509765642,False
Maruim,SE,Nordeste,0.296208,28.540000000000003,14,29.6208,1.0808000183105442,False
Lucianópolis,SP,Sudeste,0.76733977,75.65,2,76.73398,1.0839782714843693,False
Barão de Antonina,SP,Sudeste,0.6899586,67.91,2,68.99586,1.0858572387695347,False
Icó,CE,Nordeste,0.8108775,80.0,53,81.08775,1.0877532958984375,False
Goianira,GO,Centro-Oeste,0.7194888,70.86,102,71.94888,1.0888830566406256,False
Campo Novo de Rondônia,RO,Norte,0.6384285,62.75,17,63.84285,1.0928497314453125,False
Britânia,GO,Centro-Oeste,0.8110408,80.0,8,81.10408,1.1040802001953125,False
Pescaria Brava,SC,Sul,0.4770471,46.6,18,47.70471,1.104708099365233,False
Monte Alegre de Sergipe,SE,Nordeste,0.33105746,31.990000000000002,15,33.105747,1.1157472229003886,False
Espírito Santo do Pinhal,SP,Sudeste,0.68915945,67.8,18,68.91595,1.1159469604492216,False
Viana,ES,Sudeste,0.72827303,71.71,118,72.8273,1.1173010253906313,False
Sapopema,PR,Sul,0.75478816,74.36,10,75.47881,1.1188131713867193,False
Alto Paraíso,RO,Norte,0.6569921,64.58,10,65.69921,1.1192111206054705,False
Ferreiros,PE,Nordeste,0.629002,61.78,13,62.900196,1.120196075439452,False
São Sebastião da Grama,SP,Sudeste,0.6838439,67.26,10,68.38439,1.1243917846679636,False
Quarto Centenário,PR,Sul,0.81031036,79.9,4,81.03104,1.1310363769531193,False
Itatinga,SP,Sudeste,0.6585728,64.72,14,65.85728,1.1372769165039074,False
Novo Brasil,GO,Centro-Oeste,0.81137466,80.0,5,81.13747,1.1374664306640625,False
Mairiporã,SP,Sudeste,0.60291046,59.150000000000006,41,60.291046,1.1410461425781193,False
Cardoso,SP,Sudeste,0.7185244,70.71,6,71.85244,1.1424398803711,False
Augusto Corrêa,PA,Norte,0.46152714,44.99,48,46.152714,1.1627137756347636,False
Novo São Joaquim,MT,Centro-Oeste,0.63493264,62.33,13,63.493263,1.163263244628908,False
Trombas,GO,Centro-Oeste,0.8116524,80.0,4,81.165245,1.1652450561523438,False
Bernardo Sayão,TO,Norte,0.5846616,57.3,5,58.46616,1.1661598205566435,False
Jatobá do Piauí,PI,Nordeste,0.7595993,74.79,1,75.95993,1.1699304199218687,False
Taciba,SP,Sudeste,0.81110823,79.94,5,81.110825,1.1708245849609398,False
Taguaí,SP,Sudeste,0.6331225,62.14,10,63.312252,1.1722520446777338,False
Bernardino de Campos,SP,Sudeste,0.71383804,70.21,7,71.383804,1.1738043212890688,False
Mirassol d'Oeste,MT,Centro-Oeste,0.5754164,56.35999999999999,30,57.541637,1.1816374206543045,False
Vitória do Mearim,MA,Nordeste,0.55253655,54.07,16,55.253654,1.1836544799804685,False
São José da Vitória,BA,Nordeste,0.3950448,38.32,9,39.50448,1.1844784545898435,False
Campo Grande,MS,Centro-Oeste,0.48874837,47.69,979,48.874836,1.1848359680175804,False
Taiaçu,SP,Sudeste,0.7044809,69.26,4,70.44809,1.1880895996093699,False
Santo Antônio do Caiuá,PR,Sul,0.81189567,80.0,6,81.18957,1.1895675659179688,False
Pai Pedro,MG,Sudeste,0.6659651,65.4,8,66.59651,1.1965118408203068,False
Paiva,MG,Sudeste,0.8120536,80.0,1,81.20536,1.2053604125976562,False
Nossa Senhora da Glória,SE,Nordeste,0.3787198,36.66,33,37.87198,1.2119787597656284,False
Mantenópolis,ES,Sudeste,0.8121385,80.0,16,81.21385,1.2138519287109375,False
Marilena,PR,Sul,0.8122358,80.0,15,81.22358,1.2235794067382812,False
Boquim,SE,Nordeste,0.3119233,29.959999999999997,19,31.19233,1.232329406738284,False
Malhada,BA,Nordeste,0.3368291,32.45,23,33.68291,1.2329109191894503,False
Sales Oliveira,SP,Sudeste,0.6326559,62.03,4,63.26559,1.2355906677246082,False
São João da Boa Vista,SP,Sudeste,0.6002848,58.79,32,60.02848,1.238480529785157,False
Piracicaba,SP,Sudeste,0.601697,58.93,181,60.169704,1.2397044372558597,False
Santa Luzia do Itanhy,SE,Nordeste,0.34369537,33.12,13,34.369537,1.2495373535156276,False
Itaúna,MG,Sudeste,0.7268507,71.43,59,72.68507,1.2550662231445244,False
Piacatu,SP,Sudeste,0.81258166,80.0,7,81.25816,1.2581634521484375,False
Jitaúna,BA,Nordeste,0.32629308,31.37,9,32.629307,1.2593067932128896,False
Guapiaçu,SP,Sudeste,0.6150033,60.24,11,61.500328,1.2603280639648418,False
Ribamar Fiquene,MA,Nordeste,0.5977235,58.51,5,59.772346,1.2623464965820332,False
Juara,MT,Centro-Oeste,0.5902547,57.76,32,59.02547,1.2654707336425801,False
São Sebastião da Amoreira,PR,Sul,0.8126663,80.0,8,81.26663,1.266632080078125,False
São Pedro da União,MG,Sudeste,0.78689045,77.42,5,78.68904,1.2690411376953108,False
Américo Brasiliense,SP,Sudeste,0.6990047,68.63,23,69.900475,1.2704745483398483,False
Guarantã,SP,Sudeste,0.7031234,69.04,4,70.31234,1.2723397827148375,False
Olho d'Água das Flores,AL,Nordeste,0.47653437,46.38,22,47.653435,1.2734347534179662,False
Damolândia,GO,Centro-Oeste,0.81280124,80.0,5,81.28012,1.280120849609375,False
Anajás,PA,Norte,0.35303453,34.01,33,35.30345,1.2934515380859395,False
Descalvado,SP,Sudeste,0.64078766,62.779999999999994,10,64.078766,1.298765869140631,False
Bonito de Minas,MG,Sudeste,0.6817694,66.87,8,68.17694,1.3069409179687455,False
Mucurici,ES,Sudeste,0.8131878,80.0,11,81.31878,1.3187789916992188,False
São Sebastião do Paraíso,MG,Sudeste,0.69169974,67.85,63,69.169975,1.3199752807617244,False
Califórnia,PR,Sul,0.81320935,80.0,8,81.32094,1.3209381103515625,False
Areias,SP,Sudeste,0.64227575,62.9,2,64.22758,1.3275772094726577,False
Santópolis do Aguapeí,SP,Sudeste,0.7615012,74.82,5,76.150116,1.3301159667968818,False
Patos,PB,Nordeste,0.5077033,49.43999999999999,68,50.770332,1.3303323364257906,False
Maravilhas,MG,Sudeste,0.72970927,71.64,5,72.970924,1.3309243774414057,False
Iporã,PR,Sul,0.6808199,66.75,12,68.08199,1.3319931030273438,False
Paiçandu,PR,Sul,0.7166413,70.33,67,71.66413,1.334131164550783,False
Camanducaia,MG,Sudeste,0.6019973,58.85,25,60.19973,1.3497299194335923,False
São João do Caiuá,PR,Sul,0.81354165,80.0,8,81.354164,1.3541641235351562,False
Faxinal,PR,Sul,0.81356525,80.0,10,81.35652,1.3565216064453125,False
Bariri,SP,Sudeste,0.68657726,67.3,12,68.65772,1.357722473144534,False
Palmares,PE,Nordeste,0.5028148,48.92,34,50.281483,1.3614826965332014,False
Luzinópolis,TO,Norte,0.33583835,32.22,4,33.583836,1.3638356018066418,False
Itabira,MG,Sudeste,0.6232594,60.96,97,62.325943,1.3659429931640616,False
Vargem Grande Paulista,SP,Sudeste,0.6138818,60.02,30,61.388184,1.3681835937499969,False
Lacerdópolis,SC,Sul,0.7298347,71.59,1,72.98347,1.3934671020507778,False
Capitão Leônidas Marques,PR,Sul,0.75454456,74.06,14,75.45445,1.3944525146484352,False
Tarumã,SP,Sudeste,0.81402755,80.0,8,81.402756,1.4027557373046875,False
Terra Rica,PR,Sul,0.72186834,70.78,25,72.18684,1.4068362426757801,False
Rodelas,BA,Nordeste,0.3189109,30.48,7,31.89109,1.4110903930664058,False
Ivaté,PR,Sul,0.81418663,80.0,9,81.41866,1.4186630249023438,False
Porto Barreiro,PR,Sul,0.8142515,80.0,3,81.42515,1.4251480102539062,False
Itaguaí,RJ,Sudeste,0.49507734,48.08,149,49.507732,1.4277323913574236,False
Presidente Bernardes,SP,Sudeste,0.6823939,66.81,2,68.23939,1.429387512207029,False
Presidente Kubitschek,MG,Sudeste,0.7784073,76.39,4,77.84073,1.4507287597656244,False
Garuva,SC,Sul,0.6035195,58.9,30,60.35195,1.4519515991210952,False
Taquaraçu de Minas,MG,Sudeste,0.69795847,68.34,6,69.795845,1.4558450317382778,False
Carmo do Rio Verde,GO,Centro-Oeste,0.80476373,79.02,7,80.47637,1.4563717651367227,False
Brejo Alegre,SP,Sudeste,0.8145711,80.0,3,81.45711,1.4571075439453125,False
Diamante do Norte,PR,Sul,0.75537974,74.08,6,75.53797,1.457971496582033,False
Brasnorte,MT,Centro-Oeste,0.5801833,56.56000000000001,24,58.018333,1.4583334350585844,False
Ibimirim,PE,Nordeste,0.5703932,55.58,29,57.03932,1.4593218994140642,False
Cesário Lange,SP,Sudeste,0.61198413,59.73,14,61.198414,1.4684138488769563,False
São Simão,GO,Centro-Oeste,0.75370294,73.9,30,75.37029,1.470292663574213,False
Pinhalão,PR,Sul,0.7636219,74.89,8,76.36219,1.4721902465820307,False
Alvinlândia,SP,Sudeste,0.76654,75.18,5,76.654,1.4739993286132744,False
Dores do Turvo,MG,Sudeste,0.78664905,77.19,3,78.6649,1.4749017333984398,False
Seringueiras,RO,Norte,0.67285097,65.81,18,67.285095,1.4750952148437477,False
Francisco Macedo,PI,Nordeste,0.6427639,62.8,3,64.27639,1.4763900756835966,False
Paraíso do Norte,PR,Sul,0.77146614,75.67,16,77.146614,1.4766140747070295,False
Santa Rosa de Goiás,GO,Centro-Oeste,0.8147676,80.0,4,81.47676,1.4767608642578125,False
Bocaiúva,MG,Sudeste,0.72095364,70.61,53,72.09537,1.4853674316406256,False
Carutapera,MA,Nordeste,0.6111614,59.63000000000001,40,61.116142,1.486142272949209,False
Santa Rosa do Sul,SC,Sul,0.61042655,59.55,9,61.042656,1.4926559448242216,False
Vitória,ES,Sudeste,0.69677645,68.18,250,69.67764,1.4976428222656182,False
Cruzmaltina,PR,Sul,0.8150148,80.0,8,81.50148,1.5014801025390625,False
Joselândia,MA,Nordeste,0.60275984,58.77,12,60.275986,1.5059857177734344,False
Santana do Jacaré,MG,Sudeste,0.78333056,76.82,5,78.33305,1.5130535888671943,False
Monte Mor,SP,Sudeste,0.56099683,54.58,45,56.09968,1.5196818542480486,False
Cafeara,PR,Sul,0.8152502,80.0,7,81.525024,1.5250244140625,False
Santaluz,BA,Nordeste,0.33825487,32.3,27,33.825485,1.5254852294921903,False
Ibirubá,RS,Sul,0.64811397,63.28,18,64.81139,1.5313937377929676,False
Socorro do Piauí,PI,Nordeste,0.7184133,70.3,1,71.84133,1.5413314819335966,False
São João Nepomuceno,MG,Sudeste,0.7193708,70.39,22,71.93708,1.5470803833007807,False
Bady Bassitt,SP,Sudeste,0.61228657,59.68,25,61.228657,1.5486567687988284,False
Entre Rios do Oeste,PR,Sul,0.81551,80.0,6,81.550995,1.550994873046875,False
Tuneiras do Oeste,PR,Sul,0.743644,72.81,8,74.3644,1.5544027709960915,False
Caxias,MA,Nordeste,0.5112503,49.57,158,51.12503,1.5550305175781247,False
Santa Brígida,BA,Nordeste,0.34426123,32.87,16,34.426125,1.5561245727539088,False
Bias Fortes,MG,Sudeste,0.72112083,70.55,2,72.11208,1.5620834350585966,False
Anicuns,GO,Centro-Oeste,0.8156416,80.0,14,81.564156,1.5641555786132812,False
Itacuruba,PE,Nordeste,0.6885168,67.28,4,68.85168,1.5716769409179676,False
São Martinho,SC,Sul,0.7150931,69.93,8,71.50931,1.5793078613281182,False
Lençóis Paulista,SP,Sudeste,0.6598677,64.4,33,65.98677,1.5867706298828068,False
Amaporã,PR,Sul,0.7474893,73.16,5,74.748924,1.5889242553710972,False
Itapeva,SP,Sudeste,0.5935935,57.76,52,59.35935,1.5993482971191426,False
Porto Amazonas,PR,Sul,0.73010397,71.41,6,73.0104,1.6003988647460972,False
Taiobeiras,MG,Sudeste,0.7259122,70.99,42,72.591225,1.6012246704101614,False
Inácio Martins,PR,Sul,0.76051694,74.45,16,76.0517,1.6016967773437472,False
Novo Gama,GO,Centro-Oeste,0.58475685,56.87,96,58.475685,1.6056851196289088,False
Novo Planalto,GO,Centro-Oeste,0.8161149,80.0,5,81.61149,1.6114883422851562,False
Dois Córregos,SP,Sudeste,0.6611532,64.5,11,66.11532,1.6153182983398438,False
Mutum,MG,Sudeste,0.6614569,64.53,22,66.14569,1.6156909179687489,False
Nova Resende,MG,Sudeste,0.7262569,71.01,18,72.625694,1.6156942749023386,False
Calmon,SC,Sul,0.67381996,65.76,9,67.381996,1.6219961547851511,False
Itaipé,MG,Sudeste,0.6285318,61.22,10,62.85318,1.6331799316406261,False
Mangaratiba,RJ,Sudeste,0.54474115,52.84,42,54.474113,1.6341134643554653,False
Nova Aliança,SP,Sudeste,0.6299417,61.36,2,62.99417,1.6341711425781256,False
Japira,PR,Sul,0.77980316,76.34,9,77.980316,1.6403161621093716,False
Imbuia,SC,Sul,0.6892789,67.27,10,68.92789,1.657886962890629,False
Itupiranga,PA,Norte,0.50281733,48.62,33,50.281734,1.661734466552737,False
Sales,SP,Sudeste,0.71575403,69.91,5,71.5754,1.6654013061523472,False
Tatuí,SP,Sudeste,0.57535887,55.87,62,57.53589,1.6658886718750026,False
Brasilândia,MS,Centro-Oeste,0.58057433,56.39,18,58.057434,1.6674340820312494,False
Almirante Tamandaré,PR,Sul,0.5866853,57.0,115,58.66853,1.6685295104980469,False
Belmonte,BA,Nordeste,0.44161257,42.49,14,44.16126,1.6712586975097636,False
Restinga,SP,Sudeste,0.7349753,71.82,3,73.49753,1.6775280761718818,False
Matão,SP,Sudeste,0.68632394,66.95,43,68.63239,1.6823928833007784,False
Santa Bárbara d'Oeste,SP,Sudeste,0.6053151,58.84,75,60.53151,1.691509399414059,False
Itapevi,SP,Sudeste,0.56862766,55.160000000000004,186,56.862766,1.702766265869137,False
Vila Valério,ES,Sudeste,0.8171214,80.0,27,81.712135,1.7121353149414062,False
Guarujá,SP,Sudeste,0.5514363,53.43000000000001,147,55.14363,1.7136309814453057,False
Bonfim,MG,Sudeste,0.7270613,70.99,4,72.70613,1.7161309814453176,False
Dom Cavati,MG,Sudeste,0.7726735,75.54,4,77.26735,1.7273492431640562,False
Várzea Grande,MT,Centro-Oeste,0.5490769,53.18,359,54.907692,1.7276919555664065,False
Presidente Venceslau,SP,Sudeste,0.6508898,63.36,15,65.08898,1.7289816284179693,False
Minaçu,GO,Centro-Oeste,0.78052086,76.32,32,78.052086,1.7320858764648506,False
Cachoeira de Pajeú,MG,Sudeste,0.6530264,63.57,6,65.30264,1.7326428222656247,False
Uru,SP,Sudeste,0.81738657,80.0,1,81.738655,1.7386550903320312,False
São Gabriel do Oeste,MS,Centro-Oeste,0.5864732,56.900000000000006,42,58.647324,1.7473236083984318,False
Prata,PB,Nordeste,0.5451814,52.77,4,54.51814,1.7481388854980437,False
Baixa Grande do Ribeiro,PI,Nordeste,0.55500185,53.75,30,55.500187,1.7501869201660156,False
São Manuel,SP,Sudeste,0.648161,63.06,12,64.8161,1.7561010742187477,False
Boqueirão,PB,Nordeste,0.46236807,44.48,20,46.23681,1.7568087768554719,False
Elesbão Veloso,PI,Nordeste,0.5677113,55.01,11,56.77113,1.7611296081542989,False
Boa Ventura de São Roque,PR,Sul,0.77342516,75.58,6,77.342514,1.7625140380859392,False
Pinheiral,RJ,Sudeste,0.5784552,56.08,30,57.84552,1.7655200195312517,False
Nina Rodrigues,MA,Nordeste,0.5930919,57.54,13,59.30919,1.7691888427734384,False
Caxambu do Sul,SC,Sul,0.72983485,71.21,5,72.98348,1.77348236083985,False
Água Nova,RN,Nordeste,0.41977537,40.19,6,41.977535,1.7875352478027366,False
Jarinu,SP,Sudeste,0.5569443,53.9,32,55.69443,1.794431304931642,False
Divinópolis,MG,Sudeste,0.6902661,67.23,183,69.0266,1.7966036987304648,False
Gouveia,MG,Sudeste,0.76930684,75.13,9,76.93069,1.8006869506835983,False
Nova Laranjeiras,PR,Sul,0.79658264,77.85,3,79.658264,1.8082641601562557,False
Rio Pardo de Minas,MG,Sudeste,0.76209325,74.39,34,76.20933,1.8193276977539057,False
Três Fronteiras,SP,Sudeste,0.8182219,80.0,4,81.82219,1.8221893310546875,False
Reginópolis,SP,Sudeste,0.8182219,80.0,4,81.82219,1.8221893310546875,False
Campo Limpo Paulista,SP,Sudeste,0.56633466,54.81000000000001,44,56.633465,1.8234648132324125,False
Guadalupe,PI,Nordeste,0.55824435,54.0,9,55.824436,1.8244361877441406,False
Itapecerica da Serra,SP,Sudeste,0.59589833,57.76,85,59.589832,1.8298323059082051,False
Pereira Barreto,SP,Sudeste,0.702199,68.39,8,70.219894,1.829894409179687,False
Rio Casca,MG,Sudeste,0.6483932,63.0,12,64.839325,1.839324951171875,False
Arenápolis,MT,Centro-Oeste,0.67079824,65.24,8,67.07983,1.8398263549804739,False
São Pedro do Piauí,PI,Nordeste,0.5614002,54.3,25,56.14002,1.8400184631347685,False
Mendonça,SP,Sudeste,0.73391736,71.55,1,73.39174,1.8417388916015653,False
Aguaí,SP,Sudeste,0.5422711,52.38,14,54.227108,1.8471080017089818,False
Conceição do Castelo,ES,Sudeste,0.7968888,77.84,17,79.68888,1.8488809204101528,False
Salgado Filho,PR,Sul,0.8185099,80.0,6,81.85099,1.8509902954101562,False
Xavantina,SC,Sul,0.7475778,72.9,2,74.75778,1.8577819824218693,False
Fartura,SP,Sudeste,0.67420757,65.56,8,67.42075,1.860753479003904,False
Sandovalina,SP,Sudeste,0.81097245,79.23,3,81.097244,1.8672442626953085,False
Jaguaré,ES,Sudeste,0.7528154,73.41,59,75.28154,1.871539916992191,False
Assis,SP,Sudeste,0.51107866,49.23,42,51.107864,1.8778643798828156,False
Iaçu,BA,Nordeste,0.32020307,30.130000000000003,29,32.020306,1.8903056335449193,False
Valinhos,SP,Sudeste,0.57445097,55.55,47,57.4451,1.8950988769531278,False
Curuá,PA,Norte,0.4596869,44.07,21,45.96869,1.8986889648437497,False
Mirante da Serra,RO,Norte,0.64563876,62.66,21,64.56387,1.9038732910156284,False
Concórdia do Pará,PA,Norte,0.48733273,46.82,25,48.733273,1.913272552490234,False
Edealina,GO,Centro-Oeste,0.79069704,77.15,6,79.0697,1.9197021484374943,False
Panorama,SP,Sudeste,0.8192157,80.0,14,81.92157,1.92156982421875,False
Espírito Santo do Turvo,SP,Sudeste,0.6404239,62.12,1,64.04239,1.9223889160156276,False
Taperoá,BA,Nordeste,0.47153807,45.23,15,47.15381,1.9238085937500031,False
Arroio dos Ratos,RS,Sul,0.48636234,46.7,18,48.636234,1.9362342834472628,False
Sumaré,SP,Sudeste,0.5932778,57.39,122,59.32778,1.9377816772460932,False
Araras,SP,Sudeste,0.6366814,61.73,46,63.668137,1.9381365966796906,False
Barra Bonita,SP,Sudeste,0.6326819,61.330000000000005,12,63.268192,1.9381922912597602,False
Tapejara,PR,Sul,0.73028666,71.09,11,73.02866,1.9386636352539028,False
Verdejante,PE,Nordeste,0.5974583,57.8,8,59.74583,1.9458305358886747,False
Americana,SP,Sudeste,0.64059883,62.11,68,64.05988,1.9498831176757818,False
Lavínia,SP,Sudeste,0.6694419,64.99,3,66.94419,1.9541909790039114,False
Rafard,SP,Sudeste,0.81957334,80.0,6,81.95734,1.95733642578125,False
São Simão,SP,Sudeste,0.6762987,65.66,9,67.62987,1.969867553710941,False
