nome_municipio,sigla_uf,nome_regiao,taxa_prevista,meta,total_alunos,taxa_prevista_pct,gap_meta,em_risco
Niquelândia,GO,Centro-Oeste,0.7317411,73.95,36,73.17411,-0.7758895874023466,True
São João dos Patos,MA,Nordeste,0.5718062,57.940000000000005,36,57.18062,-0.7593817138671923,True
Arraial do Cabo,RJ,Sudeste,0.54596996,55.35000000000001,44,54.596996,-0.7530036926269617,True
Conceição do Coité,BA,Nordeste,0.3499159,35.73,56,34.99159,-0.7384114074707,True
São Cristóvão,SE,Nordeste,0.5913296,59.870000000000005,81,59.132957,-0.7370425415039108,True
São José dos Pinhais,PR,Sul,0.6852413,69.26,344,68.52413,-0.7358682250976614,True
Tramandaí,RS,Sul,0.5790637,58.64,68,57.906372,-0.7336279296875006,True
Vitorino Freire,MA,Nordeste,0.5508992,55.82,32,55.08992,-0.7300799560546878,True
Cotia,SP,Sudeste,0.5478105,55.5,148,54.781048,-0.7189521789550781,True
Lagoa Grande,PE,Nordeste,0.5821157,58.93,33,58.21157,-0.718429260253906,True
Gravatá,PE,Nordeste,0.47562212,48.26,42,47.56221,-0.6977899169921855,True
Ribeirão Pires,SP,Sudeste,0.66260743,66.91,54,66.26074,-0.6492578124999966,True
Mogi das Cruzes,SP,Sudeste,0.51362115,52.01,199,51.362114,-0.6478860473632793,True
Prudentópolis,PR,Sul,0.7935433,80.0,49,79.354324,-0.6456756591796875,True
Rondonópolis,MT,Centro-Oeste,0.566193,57.26,280,56.619297,-0.6407029724121074,True
Ipatinga,MG,Sudeste,0.66533065,67.17,181,66.533066,-0.6369342041015642,True
Praia Grande,SP,Sudeste,0.54917043,55.55,165,54.91704,-0.632958221435544,True
Santa Inês,MA,Nordeste,0.5186059,52.49,101,51.860588,-0.6294119262695332,True
Barreirinhas,MA,Nordeste,0.5461394,55.23,62,54.61394,-0.6160588073730437,True
Guapimirim,RJ,Sudeste,0.5448612,55.1,64,54.48612,-0.6138816833496108,True
Fortaleza,CE,Nordeste,0.743511,74.95,1840,74.351105,-0.5988952636718778,True
Candeias,BA,Nordeste,0.390082,39.6,51,39.0082,-0.5917984008789077,True
Parnaíba,PI,Nordeste,0.37463757,38.04,157,37.463757,-0.5762434387207023,True
Paraty,RJ,Sudeste,0.54976135,55.55,40,54.976135,-0.5738647460937472,True
Ibatiba,ES,Sudeste,0.79454315,80.0,31,79.454315,-0.545684814453125,True
Bom Jesus de Goiás,GO,Centro-Oeste,0.7584964,76.39,30,75.84964,-0.5403601074218756,True
Capela,SE,Nordeste,0.3989598,40.4,34,39.895977,-0.5040229797363267,True
São Luís,MA,Nordeste,0.52299994,52.78999999999999,673,52.299995,-0.4900045776367108,True
Carolina,MA,Nordeste,0.49764958,50.25,31,49.764957,-0.4850425720214844,True
Ibaiti,PR,Sul,0.7351174,73.99,39,73.511734,-0.4782659912109324,True
Rolândia,PR,Sul,0.7394479,74.42,92,73.944786,-0.47521392822265796,True
Arapiraca,AL,Nordeste,0.4533402,45.77,230,45.33402,-0.4359812927246125,True
Curitibanos,SC,Sul,0.53286403,53.71,37,53.286404,-0.4235963439941415,True
Coxim,MS,Centro-Oeste,0.45572045,45.99,31,45.572044,-0.41795562744140824,True
Igarapé-Miri,PA,Norte,0.42932793,43.33,60,42.932793,-0.39720733642577954,True
Francisco Morato,SP,Sudeste,0.5510178,55.48,127,55.101784,-0.3782162475585906,True
Bacabal,MA,Nordeste,0.5085725,51.220000000000006,89,50.85725,-0.3627497863769591,True
Resende,RJ,Sudeste,0.7012456,70.45,105,70.12456,-0.32544250488281534,True
Videira,SC,Sul,0.60736173,61.06,62,60.73617,-0.3238282775878929,True
Jardim,MS,Centro-Oeste,0.41705048,42.02,31,41.705048,-0.3149523925781281,True
Boituva,SP,Sudeste,0.6434754,64.65,31,64.34754,-0.30245819091797443,True
Patos de Minas,MG,Sudeste,0.7059495,70.88,117,70.59495,-0.2850521850585892,True
Loanda,PR,Sul,0.7332047,73.6,39,73.32047,-0.27952728271483807,True
Sooretama,ES,Sudeste,0.69025975,69.28,50,69.02598,-0.2540219116210949,True
Bezerros,PE,Nordeste,0.5592757,56.17999999999999,44,55.92757,-0.2524296569824145,True
Serra,ES,Sudeste,0.6230175,62.54,692,62.30175,-0.2382498168945304,True
Mogi Mirim,SP,Sudeste,0.57894605,58.13,31,57.894604,-0.23539627075195568,True
Rio Negrinho,SC,Sul,0.6318499,63.42,46,63.18499,-0.23501007080078296,True
Mocajuba,PA,Norte,0.38725725,38.95,30,38.725723,-0.22427673339844034,True
Jaru,RO,Norte,0.654532,65.65,73,65.4532,-0.19679870605469318,True
Barra do Piraí,RJ,Sudeste,0.50719327,50.89,69,50.719326,-0.1706739807128912,True
Teresópolis,RJ,Sudeste,0.62958664,63.09,149,62.958664,-0.1313360595703159,True
Sorocaba,SP,Sudeste,0.5302319,53.15,319,53.02319,-0.1268104553222642,True
Bragança Paulista,SP,Sudeste,0.5654217,56.64,73,56.54217,-0.0978285217285162,True
Imperatriz,MA,Nordeste,0.5072701,50.82,274,50.72701,-0.09299118041992216,True
Jacareí,SP,Sudeste,0.51047987,51.14,108,51.047985,-0.0920149230957037,True
Breves,PA,Norte,0.49689862,49.78,87,49.68986,-0.09013870239257926,True
Piedade,SP,Sudeste,0.62070024,62.12,38,62.070023,-0.04997741699218494,True
Pedra Preta,MT,Centro-Oeste,0.6054753,60.59,30,60.54753,-0.04246887207031591,True
Nova Venécia,ES,Sudeste,0.79961234,80.0,47,79.961235,-0.03876495361328125,True
Caraguatatuba,SP,Sudeste,0.5857275,58.59,67,58.57275,-0.017249908447269036,True
Mãe do Rio,PA,Norte,0.5105539,51.07,41,51.05539,-0.014610595703125284,True
Cariacica,ES,Sudeste,0.60931677,60.94,500,60.931675,-0.008325042724607101,True
